order_id,order_date,brand,model_name,category,gender,size,color,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,payment_method,sales_channel,country,customer_income_level,customer_rating
ORD100542,6/7/2025,Nike,Model-887,Running,Women,6,Blue,80,10,72,2,144,Card,Retail Store,UK,Medium,4.4
ORD100543,3/15/2026,Puma,Model-871,Training,Men,11,Red,191,15,162.35,4,649.4,Wallet,Retail Store,UK,Low,4.6
ORD100544,8/24/2023,New Balance,Model-293,Gym,Men,7,White,126,30,88.2,4,352.8,Cash,Online,India,Medium,3.9
ORD100545,3/24/2021,ASICS,Model-186,Running,Unisex,11,Red,164,0,164,4,656,Bank Transfer,Online,UK,Low,3.1
ORD100546,7/28/2019,Adidas,Model-672,Training,Unisex,9,White,212,5,201.4,1,201.4,Wallet,Retail Store,Germany,Low,4.2
ORD100547,6/8/2019,Adidas,Model-461,Basketball,Men,6,Blue,86,10,77.4,4,309.6,Bank Transfer,Retail Store,India,Low,3.9
ORD100548,12/6/2019,Puma,Model-523,Running,Men,11,Red,168,0,168,3,504,Bank Transfer,Online,UK,High,4.2
ORD100549,1/26/2024,ASICS,Model-800,Gym,Women,11,Red,143,0,143,1,143,Bank Transfer,Retail Store,USA,High,4.7
ORD100550,3/23/2019,Puma,Model-654,Lifestyle,Unisex,9,White,172,30,120.4,4,481.6,Bank Transfer,Retail Store,USA,High,3.2
ORD100551,6/11/2018,Nike,Model-803,Basketball,Women,11,White,149,20,119.2,1,119.2,Cash,Retail Store,UK,Medium,3.8
ORD100552,6/1/2025,Nike,Model-876,Gym,Men,10,Grey,113,30,79.1,1,79.1,Card,Retail Store,USA,Medium,3.6
ORD100553,11/6/2022,New Balance,Model-670,Training,Unisex,6,Grey,76,20,60.8,3,182.4,Cash,Retail Store,India,Low,3.1
ORD100554,6/29/2023,Puma,Model-432,Gym,Women,11,Grey,70,30,49,3,147,Wallet,Online,Pakistan,Low,3.3
ORD100555,1/17/2020,Reebok,Model-683,Running,Men,10,Grey,167,10,150.3,4,601.2,Card,Online,UAE,Low,4.4
ORD100556,4/23/2020,New Balance,Model-400,Lifestyle,Women,7,Black,71,20,56.8,4,227.2,Wallet,Online,Germany,High,4.9
ORD100557,10/8/2024,Adidas,Model-273,Lifestyle,Men,11,Blue,67,0,67,3,201,Bank Transfer,Retail Store,USA,Low,3.5
ORD100558,4/30/2023,Puma,Model-423,Gym,Unisex,11,Black,143,5,135.85,2,271.7,Bank Transfer,Online,UK,Medium,4.6
ORD100559,6/13/2020,Puma,Model-850,Basketball,Women,9,Blue,141,20,112.8,3,338.4,Card,Online,Germany,Medium,4.1
ORD100560,5/7/2021,ASICS,Model-477,Running,Men,8,Blue,172,0,172,4,688,Cash,Retail Store,Pakistan,Medium,3.7
ORD100561,7/28/2018,New Balance,Model-301,Running,Men,7,Black,61,20,48.8,1,48.8,Bank Transfer,Online,Germany,Medium,4.8
ORD100562,8/23/2018,Nike,Model-662,Lifestyle,Men,11,Red,69,30,48.3,2,96.6,Card,Online,USA,Medium,3.2
ORD100563,9/7/2026,Adidas,Model-183,Basketball,Women,11,Grey,98,15,83.3,3,249.9,Bank Transfer,Online,Pakistan,Low,3.2
ORD100564,4/28/2023,ASICS,Model-486,Gym,Unisex,11,Blue,61,20,48.8,2,97.6,Card,Retail Store,USA,High,3.3
ORD100565,7/2/2024,New Balance,Model-367,Basketball,Women,8,Blue,140,0,140,2,280,Cash,Retail Store,India,Medium,3.9
ORD100566,4/6/2019,Puma,Model-456,Lifestyle,Unisex,10,Red,114,20,91.2,3,273.6,Wallet,Retail Store,India,High,4.6
ORD100567,2/3/2022,Puma,Model-507,Gym,Unisex,6,White,186,0,186,3,558,Bank Transfer,Retail Store,Germany,Low,3.1
ORD100568,5/18/2026,Adidas,Model-757,Lifestyle,Women,9,Grey,80,30,56,3,168,Bank Transfer,Online,USA,Medium,4.3
ORD100569,12/5/2025,Puma,Model-733,Lifestyle,Women,11,Grey,178,0,178,1,178,Cash,Retail Store,Germany,Low,3.9
ORD100570,9/3/2018,Reebok,Model-255,Running,Men,9,Black,157,10,141.3,3,423.9,Card,Online,UK,High,4.8
ORD100571,12/15/2020,Nike,Model-771,Training,Men,7,Grey,122,10,109.8,4,439.2,Wallet,Online,Germany,Low,3.7
ORD100572,10/8/2019,ASICS,Model-778,Basketball,Men,7,Red,177,15,150.45,4,601.8,Bank Transfer,Retail Store,Germany,High,3.3
ORD100573,2/14/2025,Reebok,Model-667,Gym,Women,6,Black,66,15,56.1,1,56.1,Card,Online,UK,Low,3.7
ORD100574,4/2/2018,ASICS,Model-301,Training,Men,9,White,207,10,186.3,1,186.3,Card,Retail Store,UK,Medium,3.8
ORD100575,8/6/2021,New Balance,Model-980,Running,Women,11,Black,185,10,166.5,1,166.5,Cash,Online,Pakistan,Low,4.7
ORD100576,9/9/2022,Puma,Model-727,Running,Unisex,9,Red,195,5,185.25,4,741,Wallet,Online,USA,Medium,4.1
ORD100577,2/26/2018,New Balance,Model-976,Training,Unisex,7,Red,90,15,76.5,1,76.5,Card,Retail Store,Pakistan,Low,4
ORD100578,10/18/2021,ASICS,Model-174,Gym,Unisex,10,Black,179,10,161.1,3,483.3,Card,Online,Germany,Low,3.8
ORD100579,5/10/2022,ASICS,Model-462,Basketball,Men,8,Black,214,30,149.8,2,299.6,Card,Online,UAE,High,3.3
ORD100580,3/10/2021,Nike,Model-224,Lifestyle,Women,10,Red,109,30,76.3,3,228.9,Card,Retail Store,UK,Medium,3.6
ORD100581,5/26/2024,New Balance,Model-269,Basketball,Women,9,Blue,181,20,144.8,1,144.8,Wallet,Online,Pakistan,Medium,3.6
ORD100582,6/13/2021,ASICS,Model-885,Basketball,Women,9,Blue,146,30,102.2,4,408.8,Card,Online,India,Low,4.1
ORD100583,12/5/2021,Adidas,Model-530,Training,Men,11,Black,88,20,70.4,3,211.2,Card,Online,USA,Medium,3.8
ORD100584,2/18/2021,Puma,Model-168,Lifestyle,Men,10,White,168,30,117.6,4,470.4,Card,Retail Store,India,High,4
ORD100585,11/25/2022,New Balance,Model-953,Training,Women,10,Black,200,5,190,1,190,Card,Retail Store,UK,Medium,4.7
ORD100586,7/11/2023,Puma,Model-515,Training,Women,10,Grey,190,5,180.5,2,361,Card,Retail Store,USA,High,3.4
ORD100587,12/28/2018,Reebok,Model-632,Basketball,Unisex,9,Blue,144,30,100.8,3,302.4,Wallet,Online,UK,High,4.7
ORD100588,1/12/2025,New Balance,Model-703,Lifestyle,Women,10,Black,127,10,114.3,1,114.3,Bank Transfer,Retail Store,USA,Medium,3.9
ORD100589,9/6/2022,ASICS,Model-534,Gym,Unisex,10,Grey,170,5,161.5,3,484.5,Cash,Online,Germany,Medium,5
ORD100590,9/15/2026,Nike,Model-763,Running,Women,7,White,141,30,98.7,1,98.7,Card,Online,Pakistan,Low,3.9
ORD100591,12/20/2022,New Balance,Model-756,Running,Men,10,Red,144,15,122.4,1,122.4,Card,Online,India,Medium,4.1
ORD100592,7/22/2022,ASICS,Model-965,Gym,Unisex,8,Black,206,10,185.4,1,185.4,Cash,Retail Store,India,Low,3.7
ORD100593,8/1/2018,Adidas,Model-760,Basketball,Women,11,Blue,106,15,90.1,2,180.2,Bank Transfer,Retail Store,Germany,High,4.6
ORD100594,6/23/2024,New Balance,Model-119,Running,Men,6,Blue,64,0,64,4,256,Wallet,Retail Store,India,High,4.8
ORD100595,11/15/2023,New Balance,Model-982,Running,Men,8,Grey,71,30,49.7,1,49.7,Wallet,Online,Germany,Medium,4
ORD100596,11/12/2020,Puma,Model-963,Training,Men,11,Black,167,15,141.95,4,567.8,Cash,Retail Store,UAE,Medium,4.2
ORD100597,3/13/2024,Puma,Model-315,Basketball,Men,8,Grey,161,10,144.9,1,144.9,Wallet,Online,Germany,High,4
ORD100598,11/25/2026,ASICS,Model-786,Gym,Unisex,9,White,141,15,119.85,3,359.55,Bank Transfer,Online,UK,Low,4.6
ORD100599,6/15/2019,Reebok,Model-215,Basketball,Men,10,Blue,107,0,107,4,428,Cash,Retail Store,Pakistan,Medium,3.9
ORD100600,11/19/2019,New Balance,Model-939,Running,Women,8,Black,172,0,172,4,688,Cash,Retail Store,UK,High,3.6
ORD100601,4/24/2023,Nike,Model-112,Basketball,Unisex,11,Red,126,10,113.4,1,113.4,Card,Online,USA,Low,3.4
ORD100602,4/13/2022,Adidas,Model-825,Gym,Women,8,Grey,173,30,121.1,1,121.1,Wallet,Retail Store,India,High,4.7
ORD100603,1/20/2022,Puma,Model-225,Lifestyle,Men,10,Blue,197,5,187.15,4,748.6,Wallet,Retail Store,Pakistan,Low,3.7
ORD100604,2/20/2022,Nike,Model-385,Running,Unisex,6,Blue,211,10,189.9,4,759.6,Wallet,Retail Store,USA,High,4.6
ORD100605,12/9/2024,Reebok,Model-893,Lifestyle,Women,6,Grey,78,5,74.1,4,296.4,Card,Online,UK,Low,3.2
ORD100606,1/14/2026,New Balance,Model-391,Running,Unisex,6,Black,89,10,80.1,1,80.1,Bank Transfer,Online,UK,High,4.3
ORD100607,8/28/2018,New Balance,Model-843,Lifestyle,Women,10,Red,202,20,161.6,1,161.6,Wallet,Retail Store,Germany,Low,4.6
ORD100608,6/17/2020,Nike,Model-646,Training,Unisex,7,Black,186,0,186,4,744,Wallet,Retail Store,Pakistan,Medium,3.2
ORD100609,3/6/2025,ASICS,Model-483,Running,Women,9,Red,82,0,82,2,164,Card,Retail Store,UK,Medium,3.8
ORD100610,3/2/2023,Reebok,Model-683,Basketball,Unisex,8,Black,161,10,144.9,3,434.7,Card,Retail Store,India,Medium,4.3
ORD100611,7/10/2018,Reebok,Model-182,Training,Unisex,8,Red,93,20,74.4,1,74.4,Cash,Online,Germany,Low,4.7
ORD100612,3/8/2026,Puma,Model-261,Basketball,Unisex,7,Red,125,0,125,3,375,Bank Transfer,Online,Pakistan,Medium,3.5
ORD100613,4/14/2021,Nike,Model-549,Running,Women,7,White,161,15,136.85,2,273.7,Cash,Retail Store,Pakistan,Medium,3.8
ORD100614,10/3/2024,Puma,Model-394,Lifestyle,Women,8,Grey,170,15,144.5,2,289,Cash,Online,UAE,Low,4.6
ORD100615,12/19/2018,Nike,Model-126,Running,Women,11,Black,179,30,125.3,3,375.9,Wallet,Retail Store,Germany,Medium,3.6
ORD100616,4/25/2019,New Balance,Model-332,Lifestyle,Women,11,Grey,112,0,112,1,112,Card,Retail Store,USA,Medium,5
ORD100617,11/10/2026,Reebok,Model-886,Training,Women,6,Grey,80,10,72,1,72,Wallet,Online,India,Low,4.5
ORD100618,4/19/2024,New Balance,Model-122,Lifestyle,Unisex,11,Blue,90,0,90,3,270,Bank Transfer,Online,USA,Low,3.9
ORD100619,7/3/2024,New Balance,Model-259,Running,Men,7,Blue,113,15,96.05,4,384.2,Wallet,Online,USA,Medium,3.5
ORD100620,1/6/2022,Nike,Model-152,Gym,Unisex,11,Grey,215,30,150.5,4,602,Bank Transfer,Online,UK,High,4.1
ORD100621,12/5/2026,New Balance,Model-570,Basketball,Women,7,White,63,20,50.4,3,151.2,Cash,Retail Store,USA,Medium,3.8
ORD100622,8/1/2023,ASICS,Model-949,Training,Women,7,Black,218,30,152.6,2,305.2,Cash,Online,Pakistan,Medium,4.4
ORD100623,5/7/2022,New Balance,Model-690,Gym,Unisex,6,White,164,15,139.4,1,139.4,Bank Transfer,Retail Store,UK,Low,3
ORD100624,8/3/2025,Puma,Model-195,Running,Women,11,Grey,152,5,144.4,2,288.8,Card,Online,USA,Low,4.4
ORD100625,6/14/2019,Reebok,Model-489,Lifestyle,Women,10,Red,146,5,138.7,4,554.8,Card,Retail Store,India,Medium,4.9
ORD100626,7/21/2024,Adidas,Model-750,Lifestyle,Men,6,Black,123,20,98.4,4,393.6,Wallet,Online,UK,Low,3.7
ORD100627,12/29/2019,Adidas,Model-773,Gym,Unisex,9,Blue,206,0,206,3,618,Bank Transfer,Online,Germany,High,4.1
ORD100628,6/10/2025,Adidas,Model-182,Lifestyle,Women,6,Red,141,10,126.9,1,126.9,Cash,Online,India,High,3.8
ORD100629,9/23/2019,Puma,Model-520,Training,Unisex,6,Red,115,15,97.75,3,293.25,Cash,Online,Pakistan,High,4.4
ORD100630,1/4/2024,Reebok,Model-828,Training,Men,7,Grey,216,0,216,4,864,Cash,Retail Store,USA,Medium,3.3
ORD100631,7/21/2026,ASICS,Model-200,Basketball,Unisex,6,White,208,10,187.2,1,187.2,Bank Transfer,Online,UAE,Low,3.6
ORD100632,1/30/2023,Adidas,Model-530,Gym,Women,6,Red,70,0,70,4,280,Bank Transfer,Online,UK,High,3.6
ORD100633,5/31/2018,Puma,Model-822,Running,Unisex,9,Red,80,15,68,3,204,Card,Retail Store,Germany,Medium,5
ORD100634,3/3/2024,Reebok,Model-403,Basketball,Men,9,Red,204,20,163.2,2,326.4,Card,Online,UK,Medium,4.7
ORD100635,3/7/2019,Puma,Model-326,Lifestyle,Men,9,Red,158,5,150.1,4,600.4,Card,Retail Store,UK,Medium,3
ORD100636,5/12/2020,Adidas,Model-496,Lifestyle,Women,9,Black,72,5,68.4,1,68.4,Card,Online,Germany,High,4.7
ORD100637,4/3/2018,Nike,Model-265,Running,Unisex,8,White,75,0,75,1,75,Card,Online,UK,Medium,4.5
ORD100638,3/21/2026,Adidas,Model-272,Training,Unisex,10,White,159,20,127.2,3,381.6,Card,Online,UK,Medium,3.6
ORD100639,2/13/2020,ASICS,Model-102,Lifestyle,Unisex,9,White,67,15,56.95,2,113.9,Card,Retail Store,Germany,Low,4.9
ORD100640,12/10/2019,Nike,Model-921,Gym,Women,11,Red,208,15,176.8,4,707.2,Bank Transfer,Online,UK,Medium,4.2
ORD100641,1/25/2020,ASICS,Model-326,Basketball,Men,10,Grey,80,15,68,3,204,Cash,Retail Store,India,Medium,3.1
ORD100642,11/6/2020,Reebok,Model-664,Lifestyle,Men,9,Grey,177,30,123.9,2,247.8,Bank Transfer,Retail Store,India,Low,3.2
ORD100643,11/8/2018,Puma,Model-776,Basketball,Unisex,11,Black,133,30,93.1,1,93.1,Card,Retail Store,Germany,Low,3.7
ORD100644,10/11/2021,Puma,Model-237,Gym,Men,8,Red,140,15,119,2,238,Bank Transfer,Online,India,Medium,4
ORD100645,10/13/2021,Nike,Model-879,Gym,Unisex,11,Red,170,30,119,1,119,Wallet,Online,India,High,3.5
ORD100646,10/4/2025,New Balance,Model-839,Running,Unisex,7,Black,88,10,79.2,1,79.2,Cash,Retail Store,Pakistan,High,4
ORD100647,6/12/2024,Puma,Model-255,Training,Women,6,Red,124,15,105.4,3,316.2,Card,Online,USA,Low,4
ORD100648,2/13/2022,Reebok,Model-781,Running,Unisex,8,Black,86,30,60.2,1,60.2,Cash,Retail Store,USA,High,3.8
ORD100649,8/30/2022,Adidas,Model-132,Training,Men,7,White,193,20,154.4,1,154.4,Wallet,Retail Store,USA,High,3.4
ORD100650,12/4/2021,ASICS,Model-627,Basketball,Women,8,Grey,116,30,81.2,4,324.8,Card,Retail Store,Germany,Medium,4.3
ORD100651,2/12/2018,ASICS,Model-406,Gym,Unisex,6,Blue,194,15,164.9,3,494.7,Card,Online,USA,High,4.1
ORD100652,9/16/2025,New Balance,Model-828,Training,Unisex,10,Black,67,0,67,3,201,Bank Transfer,Online,UAE,High,3.8
ORD100653,12/27/2020,Adidas,Model-588,Gym,Unisex,10,Red,191,10,171.9,1,171.9,Cash,Retail Store,India,Low,3.5
ORD100654,6/18/2022,Puma,Model-223,Gym,Unisex,9,Red,215,20,172,3,516,Bank Transfer,Retail Store,UAE,High,3.1
ORD100655,4/15/2023,Nike,Model-744,Gym,Women,9,White,149,0,149,3,447,Bank Transfer,Retail Store,India,Low,4.1
ORD100656,3/31/2018,Reebok,Model-332,Running,Unisex,6,Grey,202,15,171.7,2,343.4,Cash,Retail Store,USA,Low,3.5
ORD100657,2/4/2026,Reebok,Model-124,Lifestyle,Unisex,7,Red,165,0,165,2,330,Card,Online,Germany,High,3.6
ORD100658,10/21/2020,ASICS,Model-792,Gym,Unisex,9,Red,142,10,127.8,1,127.8,Cash,Online,Germany,High,3.8
ORD100659,8/29/2023,Nike,Model-932,Running,Men,6,White,215,10,193.5,3,580.5,Cash,Online,Pakistan,High,4.9
ORD100660,11/6/2023,Puma,Model-668,Gym,Unisex,6,Red,161,30,112.7,4,450.8,Bank Transfer,Retail Store,India,High,4.4
ORD100661,6/6/2026,ASICS,Model-104,Running,Women,9,Grey,85,0,85,2,170,Cash,Retail Store,Germany,Medium,4.3
ORD100662,1/31/2026,Reebok,Model-521,Running,Unisex,8,White,113,0,113,2,226,Card,Online,India,Low,4.5
ORD100663,8/14/2024,Nike,Model-657,Running,Men,10,Black,120,5,114,1,114,Card,Retail Store,India,Low,4.2
ORD100664,6/2/2023,New Balance,Model-309,Basketball,Men,11,Grey,121,30,84.7,2,169.4,Wallet,Retail Store,UAE,Medium,4.1
ORD100665,5/10/2026,Nike,Model-617,Lifestyle,Unisex,10,Red,200,30,140,3,420,Cash,Online,Pakistan,High,4
ORD100666,3/12/2022,Puma,Model-851,Lifestyle,Men,8,Black,167,0,167,1,167,Wallet,Online,India,Low,4.6
ORD100667,6/30/2019,Nike,Model-681,Running,Men,6,Black,70,15,59.5,4,238,Bank Transfer,Retail Store,Germany,Medium,3.4
ORD100668,10/10/2026,ASICS,Model-795,Running,Women,8,Black,158,15,134.3,4,537.2,Bank Transfer,Online,UK,High,5
ORD100669,10/22/2020,Reebok,Model-700,Gym,Women,7,Red,135,10,121.5,1,121.5,Wallet,Online,USA,High,4.2
ORD100670,1/7/2020,Puma,Model-253,Lifestyle,Women,11,Black,114,30,79.8,2,159.6,Bank Transfer,Online,USA,Medium,3.4
ORD100671,11/14/2019,Puma,Model-224,Training,Men,7,Red,174,20,139.2,3,417.6,Card,Online,UAE,High,4.4
ORD100672,8/4/2024,ASICS,Model-549,Basketball,Women,7,White,102,20,81.6,4,326.4,Card,Retail Store,USA,Low,4.5
ORD100673,5/22/2026,ASICS,Model-577,Basketball,Unisex,9,Blue,200,5,190,4,760,Bank Transfer,Retail Store,USA,Low,3.5
ORD100674,11/20/2025,Reebok,Model-692,Lifestyle,Women,8,Blue,124,10,111.6,3,334.8,Wallet,Retail Store,UAE,Low,4.9
ORD100675,11/29/2019,New Balance,Model-143,Training,Unisex,6,Red,145,20,116,2,232,Bank Transfer,Retail Store,Germany,Low,4.7
ORD100676,4/22/2019,Puma,Model-611,Lifestyle,Women,9,Grey,95,20,76,4,304,Card,Online,India,Low,3.5
ORD100677,8/14/2020,Reebok,Model-555,Basketball,Unisex,8,Grey,163,5,154.85,3,464.55,Bank Transfer,Retail Store,USA,High,3.5
ORD100678,9/21/2019,Nike,Model-550,Lifestyle,Men,9,White,214,0,214,1,214,Wallet,Online,India,Medium,4.3
ORD100679,3/25/2025,ASICS,Model-537,Training,Women,8,Grey,69,15,58.65,1,58.65,Bank Transfer,Online,Germany,High,4.9
ORD100680,4/4/2020,Adidas,Model-426,Gym,Men,6,White,188,0,188,1,188,Bank Transfer,Retail Store,UAE,High,4.3
ORD100681,11/30/2019,Adidas,Model-774,Training,Unisex,8,Grey,207,20,165.6,2,331.2,Cash,Retail Store,Germany,Medium,4.9
ORD100682,4/26/2022,Reebok,Model-116,Basketball,Women,7,Blue,150,5,142.5,2,285,Card,Retail Store,Pakistan,Medium,5
ORD100683,11/28/2018,Adidas,Model-190,Running,Men,7,White,152,15,129.2,1,129.2,Wallet,Online,UAE,Low,4.3
ORD100684,1/4/2018,Nike,Model-253,Gym,Unisex,10,White,173,0,173,2,346,Bank Transfer,Retail Store,Germany,Medium,4.9
ORD100685,9/5/2022,Adidas,Model-814,Basketball,Unisex,6,Red,146,5,138.7,3,416.1,Cash,Retail Store,UK,Medium,3.1
ORD100686,9/24/2021,ASICS,Model-377,Gym,Unisex,7,White,181,0,181,1,181,Card,Retail Store,Pakistan,Low,4.4
ORD100687,1/27/2018,Nike,Model-750,Lifestyle,Women,8,White,127,20,101.6,4,406.4,Wallet,Online,Pakistan,Low,3.9
ORD100688,7/2/2023,New Balance,Model-502,Training,Unisex,10,Red,135,5,128.25,3,384.75,Wallet,Retail Store,UK,High,3.7
ORD100689,12/14/2019,Puma,Model-744,Training,Men,10,Red,106,5,100.7,4,402.8,Wallet,Online,Pakistan,Low,4.5
ORD100690,7/7/2024,Puma,Model-498,Running,Women,7,Red,82,5,77.9,4,311.6,Card,Online,UK,Medium,3.4
ORD100691,2/14/2024,ASICS,Model-246,Lifestyle,Women,11,Red,195,0,195,4,780,Bank Transfer,Retail Store,UK,Medium,3.4
ORD100692,3/9/2024,New Balance,Model-520,Gym,Women,6,Grey,127,5,120.65,3,361.95,Card,Online,Germany,High,3.8
ORD100693,5/12/2023,Reebok,Model-288,Running,Men,9,Black,83,10,74.7,4,298.8,Bank Transfer,Online,Germany,Medium,4.4
ORD100694,7/24/2019,Adidas,Model-934,Training,Men,7,White,83,5,78.85,4,315.4,Cash,Online,India,High,4.8
ORD100695,9/18/2025,ASICS,Model-962,Training,Men,11,White,175,20,140,1,140,Bank Transfer,Online,UK,High,4.1
ORD100696,12/25/2021,Reebok,Model-799,Lifestyle,Men,11,Red,116,20,92.8,1,92.8,Card,Online,UK,Low,3.7
ORD100697,7/6/2020,Nike,Model-490,Gym,Men,11,White,116,5,110.2,4,440.8,Bank Transfer,Online,UAE,High,3
ORD100698,5/6/2025,ASICS,Model-914,Lifestyle,Women,9,Black,62,10,55.8,2,111.6,Cash,Retail Store,India,Medium,4.9
ORD100699,6/3/2019,Nike,Model-519,Lifestyle,Unisex,6,White,97,10,87.3,3,261.9,Card,Retail Store,UK,High,4.7
ORD100700,2/27/2018,New Balance,Model-641,Basketball,Men,11,White,146,5,138.7,2,277.4,Wallet,Online,India,Medium,4.6
ORD100701,5/24/2026,Nike,Model-305,Gym,Unisex,6,Grey,171,10,153.9,3,461.7,Cash,Retail Store,India,High,3.7
ORD100702,8/4/2018,ASICS,Model-650,Training,Women,11,Grey,182,30,127.4,4,509.6,Cash,Online,UK,Low,3.8
ORD100703,1/5/2025,Puma,Model-670,Basketball,Men,7,Grey,208,0,208,4,832,Wallet,Online,UK,Low,4.4
ORD100704,8/21/2020,ASICS,Model-579,Basketball,Men,7,Red,68,0,68,3,204,Bank Transfer,Retail Store,USA,Medium,4
ORD100705,5/27/2020,Reebok,Model-535,Training,Unisex,6,Red,76,15,64.6,4,258.4,Wallet,Retail Store,Germany,Low,3.3
ORD100706,8/7/2022,Nike,Model-932,Gym,Men,6,Red,160,30,112,1,112,Card,Retail Store,USA,Low,3.3
ORD100707,4/10/2020,New Balance,Model-187,Lifestyle,Unisex,7,White,140,0,140,3,420,Cash,Online,UAE,Medium,4.4
ORD100708,12/27/2020,Adidas,Model-100,Gym,Women,7,Red,155,10,139.5,2,279,Card,Online,Pakistan,High,4.5
ORD100709,6/21/2025,ASICS,Model-517,Lifestyle,Unisex,8,Red,185,0,185,1,185,Bank Transfer,Online,UAE,Low,3.1
ORD100710,7/11/2022,New Balance,Model-361,Lifestyle,Men,9,Grey,132,20,105.6,2,211.2,Card,Online,UK,High,5
ORD100711,7/11/2023,Reebok,Model-660,Training,Women,9,Red,62,0,62,3,186,Wallet,Online,Pakistan,High,4.3
ORD100712,8/13/2023,Reebok,Model-573,Training,Men,9,Blue,168,0,168,1,168,Cash,Online,Germany,Medium,4.6
ORD100713,10/16/2025,Nike,Model-468,Running,Men,8,Red,187,15,158.95,2,317.9,Bank Transfer,Online,USA,Low,4.6
ORD100714,7/11/2021,Adidas,Model-369,Basketball,Women,7,Blue,137,5,130.15,1,130.15,Cash,Online,UK,Low,3.9
ORD100715,7/16/2025,Adidas,Model-950,Training,Men,11,Grey,191,10,171.9,1,171.9,Bank Transfer,Online,Germany,Low,4.1
ORD100716,11/3/2021,New Balance,Model-552,Gym,Women,8,Black,142,20,113.6,1,113.6,Card,Online,UAE,High,4
ORD100717,1/29/2026,Nike,Model-758,Running,Men,9,Blue,72,30,50.4,3,151.2,Cash,Retail Store,UK,Medium,3.5
ORD100718,4/14/2026,New Balance,Model-759,Gym,Women,9,Blue,102,5,96.9,1,96.9,Bank Transfer,Online,Pakistan,Low,4.3
ORD100719,12/14/2020,Reebok,Model-412,Gym,Unisex,10,Black,61,30,42.7,3,128.1,Wallet,Retail Store,USA,Medium,3.1
ORD100720,9/28/2025,New Balance,Model-883,Gym,Unisex,8,White,178,10,160.2,2,320.4,Bank Transfer,Retail Store,India,High,4.3
ORD100721,12/19/2019,New Balance,Model-212,Running,Men,9,Blue,131,15,111.35,1,111.35,Bank Transfer,Retail Store,UK,Medium,3.6
ORD100722,5/13/2024,Adidas,Model-239,Running,Men,6,Blue,134,20,107.2,3,321.6,Card,Retail Store,Pakistan,Medium,4.9
ORD100723,7/2/2022,Reebok,Model-945,Training,Women,10,Red,64,0,64,4,256,Bank Transfer,Retail Store,India,Medium,3.1
ORD100724,11/4/2026,Puma,Model-149,Basketball,Women,6,Black,118,0,118,2,236,Card,Retail Store,UK,Medium,4.4
ORD100725,12/9/2021,Reebok,Model-658,Running,Unisex,9,Blue,182,5,172.9,2,345.8,Cash,Retail Store,Germany,High,5
ORD100726,10/7/2020,Nike,Model-690,Training,Unisex,11,Grey,143,30,100.1,3,300.3,Wallet,Retail Store,Germany,Medium,4.6
ORD100727,1/2/2018,Reebok,Model-859,Running,Unisex,9,Red,187,30,130.9,1,130.9,Cash,Retail Store,Pakistan,Medium,3.6
ORD100728,2/25/2018,Reebok,Model-668,Training,Unisex,7,Black,141,5,133.95,1,133.95,Card,Retail Store,Germany,High,3.9
ORD100729,2/25/2021,Reebok,Model-669,Basketball,Men,10,Blue,76,5,72.2,2,144.4,Bank Transfer,Online,UK,High,5
ORD100730,6/3/2026,New Balance,Model-524,Running,Unisex,6,Blue,141,5,133.95,4,535.8,Bank Transfer,Retail Store,USA,Low,3.7
ORD100731,9/29/2026,New Balance,Model-877,Lifestyle,Women,7,Red,130,10,117,3,351,Wallet,Retail Store,UAE,Low,4
ORD100732,4/20/2025,Nike,Model-685,Basketball,Unisex,11,White,61,15,51.85,4,207.4,Wallet,Online,USA,Medium,4.9
ORD100733,8/17/2026,ASICS,Model-594,Lifestyle,Men,11,Grey,98,10,88.2,1,88.2,Card,Retail Store,USA,High,3.1
ORD100734,12/9/2026,Puma,Model-207,Training,Unisex,8,White,100,30,70,4,280,Bank Transfer,Online,USA,Medium,4.2
ORD100735,12/19/2021,Reebok,Model-408,Basketball,Women,7,Black,170,5,161.5,2,323,Card,Retail Store,UAE,Medium,4.4
ORD100736,4/12/2025,ASICS,Model-172,Running,Unisex,6,White,193,10,173.7,2,347.4,Bank Transfer,Retail Store,UAE,Medium,4.3
ORD100737,7/7/2022,Puma,Model-199,Lifestyle,Unisex,8,Black,129,0,129,3,387,Wallet,Retail Store,Germany,High,4.2
ORD100738,2/24/2026,Reebok,Model-694,Basketball,Women,7,Black,216,15,183.6,1,183.6,Cash,Retail Store,UAE,Low,3.9
ORD100739,4/27/2026,New Balance,Model-659,Running,Unisex,10,Black,112,10,100.8,2,201.6,Card,Online,India,Medium,3.4
ORD100740,7/11/2022,ASICS,Model-513,Training,Men,6,Grey,81,15,68.85,2,137.7,Card,Retail Store,Pakistan,Medium,3.1
ORD100741,11/27/2019,Puma,Model-106,Gym,Women,6,Red,172,20,137.6,4,550.4,Bank Transfer,Retail Store,USA,Low,4.1
ORD100742,5/13/2019,Nike,Model-519,Gym,Unisex,6,Red,142,0,142,2,284,Wallet,Online,USA,Low,4.7
ORD100743,1/15/2026,Reebok,Model-265,Training,Men,6,Blue,165,30,115.5,4,462,Bank Transfer,Retail Store,India,Medium,4
